Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,Cluster,Customer Category
9045,CA-2020-137463,12/16/2020,12/20/2020,Second Class,KM-16225,Kalyca Meade,Corporate,Sunnyvale,California,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,$5.98 ,2,20%,$2.24 ,0,Moderate
9046,CA-2020-137463,12/16/2020,12/20/2020,Second Class,KM-16225,Kalyca Meade,Corporate,Sunnyvale,California,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,$189.95 ,5,0%,$45.59 ,0,Moderate
9047,CA-2020-137463,12/16/2020,12/20/2020,Second Class,KM-16225,Kalyca Meade,Corporate,Sunnyvale,California,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,$149.95 ,5,0%,$31.49 ,0,Moderate
9048,CA-2020-137463,12/16/2020,12/20/2020,Second Class,KM-16225,Kalyca Meade,Corporate,Sunnyvale,California,West,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,$29.95 ,5,0%,$8.69 ,0,Moderate
9049,CA-2020-137463,12/16/2020,12/20/2020,Second Class,KM-16225,Kalyca Meade,Corporate,Sunnyvale,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,$44.40 ,3,0%,$22.20 ,0,Moderate
9050,CA-2017-124513,9/21/2017,9/25/2017,Standard Class,SL-20155,Sara Luxemburg,Home Office,New York City,New York,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,$66.03 ,3,0%,$17.17 ,0,Moderate
9051,CA-2018-165554,5/18/2018,5/22/2018,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Los Angeles,California,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",$10.86 ,2,0%,$5.32 ,0,Moderate
9052,CA-2017-141838,3/26/2017,3/31/2017,Second Class,DK-12835,Damala Kotsonis,Corporate,San Francisco,California,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,$3.36 ,2,0%,$0.84 ,0,Moderate
9053,CA-2017-141838,3/26/2017,3/31/2017,Second Class,DK-12835,Damala Kotsonis,Corporate,San Francisco,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$27.94 ,4,20%,$9.43 ,0,Moderate
9054,CA-2017-141838,3/26/2017,3/31/2017,Second Class,DK-12835,Damala Kotsonis,Corporate,San Francisco,California,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,$28.78 ,2,20%,$2.88 ,0,Moderate
9055,CA-2020-117009,9/22/2020,9/28/2020,Standard Class,BK-11260,Berenike Kampe,Consumer,Santa Ana,California,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,$21.96 ,2,0%,$6.15 ,0,Moderate
9056,CA-2018-128993,9/12/2018,9/17/2018,Second Class,CC-12670,Craig Carreira,Consumer,Seattle,Washington,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,$21.98 ,2,0%,$8.57 ,0,Moderate
9057,CA-2018-160227,11/2/2018,11/4/2018,First Class,ED-13885,Emily Ducich,Home Office,New York City,New York,East,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,"$2,621.32 ",11,10%,$553.39 ,1,High-valued
9058,CA-2018-149097,10/20/2018,10/24/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,Los Angeles,California,West,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,$74.76 ,7,0%,$23.92 ,0,Moderate
9059,CA-2018-149097,10/20/2018,10/24/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,Los Angeles,California,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",$364.78 ,3,20%,$27.36 ,0,Moderate
9060,CA-2019-132304,6/14/2019,6/18/2019,Standard Class,AR-10825,Anthony Rawles,Corporate,Seattle,Washington,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,"$1,115.17 ",7,0%,$334.55 ,0,Moderate
9061,CA-2018-136420,11/20/2018,11/21/2018,First Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",$89.70 ,4,20%,$33.64 ,0,Moderate
9062,CA-2018-136420,11/20/2018,11/21/2018,First Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,$50.12 ,4,0%,$23.56 ,0,Moderate
9063,CA-2019-101623,2/28/2019,3/6/2019,Standard Class,RR-19525,Rick Reed,Corporate,New York City,New York,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,$36.48 ,6,0%,$18.24 ,0,Moderate
9064,US-2017-151015,10/14/2017,10/20/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,Chicago,Illinois,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,$322.19 ,13,20%,$100.68 ,0,Moderate
9065,US-2017-151015,10/14/2017,10/20/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,Chicago,Illinois,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$2.95 ,3,80%,($4.86),2,Unprofitable
9066,US-2017-151015,10/14/2017,10/20/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,Chicago,Illinois,Central,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,$19.14 ,4,20%,$6.94 ,0,Moderate
9067,CA-2020-152968,5/26/2020,5/30/2020,Standard Class,BM-11785,Bryan Mills,Consumer,Harrisonburg,Virginia,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",$23.08 ,2,0%,$6.92 ,0,Moderate
9068,CA-2019-150077,2/4/2019,2/10/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Rockville,Maryland,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,$90.48 ,2,0%,$23.52 ,0,Moderate
9069,CA-2019-106278,9/2/2019,9/5/2019,Second Class,BM-11140,Becky Martin,Consumer,Des Moines,Washington,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$215.98 ,3,20%,($2.70),0,Moderate
9070,CA-2019-106278,9/2/2019,9/5/2019,Second Class,BM-11140,Becky Martin,Consumer,Des Moines,Washington,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",$65.94 ,3,0%,$30.99 ,0,Moderate
9071,CA-2020-147550,12/4/2020,12/5/2020,First Class,KE-16420,Katrina Edelman,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$11.35 ,3,20%,$2.70 ,0,Moderate
9072,CA-2018-136105,6/12/2018,6/16/2018,Standard Class,SZ-20035,Sam Zeldin,Home Office,Columbus,Indiana,Central,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$24.56 ,2,0%,$6.88 ,0,Moderate
9073,CA-2019-142524,9/4/2019,9/8/2019,Standard Class,MB-18085,Mick Brown,Consumer,Springfield,Missouri,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,$16.56 ,2,0%,$7.78 ,0,Moderate
9074,CA-2019-142524,9/4/2019,9/8/2019,Standard Class,MB-18085,Mick Brown,Consumer,Springfield,Missouri,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,$279.95 ,5,0%,$67.19 ,0,Moderate
9075,CA-2017-136336,4/21/2017,4/26/2017,Standard Class,DB-13555,Dorothy Badders,Corporate,Henderson,Kentucky,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",$828.84 ,6,0%,0,0,Moderate
9076,US-2018-136259,11/5/2018,11/8/2018,First Class,CB-12415,Christy Brittain,Consumer,Lakewood,Ohio,East,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,$7.22 ,3,70%,($5.53),2,Unprofitable
9077,US-2018-136259,11/5/2018,11/8/2018,First Class,CB-12415,Christy Brittain,Consumer,Lakewood,Ohio,East,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,$27.20 ,4,20%,$2.04 ,0,Moderate
9078,US-2017-124625,11/3/2017,11/7/2017,Standard Class,SP-20650,Stephanie Phelps,Corporate,Omaha,Nebraska,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,$89.97 ,3,0%,$18.89 ,0,Moderate
9079,CA-2019-108105,2/16/2019,2/23/2019,Standard Class,GW-14605,Giulietta Weimer,Consumer,Henderson,Kentucky,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$318.08 ,4,0%,$34.99 ,0,Moderate
9080,CA-2019-108105,2/16/2019,2/23/2019,Standard Class,GW-14605,Giulietta Weimer,Consumer,Henderson,Kentucky,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,$5.80 ,1,0%,$2.61 ,0,Moderate
9081,CA-2020-166898,9/11/2020,9/13/2020,Second Class,KH-16630,Ken Heidel,Corporate,Santa Ana,California,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$143.95 ,6,20%,$17.99 ,0,Moderate
9082,CA-2020-166898,9/11/2020,9/13/2020,Second Class,KH-16630,Ken Heidel,Corporate,Santa Ana,California,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,$19.44 ,3,0%,$9.33 ,0,Moderate
9083,CA-2020-169005,11/2/2020,11/6/2020,Standard Class,BG-11035,Barry Gonzalez,Consumer,Springfield,Virginia,South,OFF-AR-10000246,Office Supplies,Art,Newell 318,$5.56 ,2,0%,$1.45 ,0,Moderate
9084,CA-2018-104038,2/6/2018,2/8/2018,First Class,LO-17170,Lori Olson,Corporate,Suffolk,Virginia,South,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,$146.73 ,3,0%,$2.93 ,0,Moderate
9085,CA-2018-104038,2/6/2018,2/8/2018,First Class,LO-17170,Lori Olson,Corporate,Suffolk,Virginia,South,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,$29.90 ,5,0%,$13.45 ,0,Moderate
9086,CA-2019-126102,9/10/2019,9/12/2019,Second Class,DV-13465,Dianna Vittorini,Consumer,Los Angeles,California,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,$276.78 ,2,20%,$89.95 ,0,Moderate
9087,CA-2019-143406,9/26/2019,9/30/2019,Standard Class,LR-17035,Lisa Ryan,Corporate,Houston,Texas,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,$93.03 ,2,80%,($251.19),2,Unprofitable
9088,CA-2019-143406,9/26/2019,9/30/2019,Standard Class,LR-17035,Lisa Ryan,Corporate,Houston,Texas,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,$454.97 ,5,30%,($136.49),0,Moderate
9089,CA-2018-150308,12/15/2018,12/20/2018,Standard Class,RR-19525,Rick Reed,Corporate,Cary,North Carolina,South,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,$246.17 ,3,20%,$21.54 ,0,Moderate
9090,CA-2019-131093,9/17/2019,9/20/2019,Second Class,TS-21610,Troy Staebel,Consumer,Springfield,Ohio,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,$295.40 ,5,20%,($62.77),0,Moderate
9091,US-2020-148831,10/13/2020,10/15/2020,First Class,AH-10210,Alan Hwang,Consumer,Louisville,Kentucky,South,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",$348.56 ,8,0%,$104.57 ,0,Moderate
9092,CA-2018-162950,6/28/2018,7/3/2018,Second Class,DW-13585,Dorothy Wardle,Corporate,Troy,Ohio,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,$15.55 ,3,20%,$5.44 ,0,Moderate
9093,CA-2018-162950,6/28/2018,7/3/2018,Second Class,DW-13585,Dorothy Wardle,Corporate,Troy,Ohio,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",$482.94 ,6,50%,($376.69),2,Unprofitable
9094,US-2018-132836,6/1/2018,6/5/2018,Standard Class,AJ-10945,Ashley Jarboe,Consumer,Detroit,Michigan,Central,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,$299.98 ,2,0%,$83.99 ,0,Moderate
9095,US-2018-132836,6/1/2018,6/5/2018,Standard Class,AJ-10945,Ashley Jarboe,Consumer,Detroit,Michigan,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,$403.68 ,6,0%,$181.66 ,0,Moderate
9096,US-2018-132836,6/1/2018,6/5/2018,Standard Class,AJ-10945,Ashley Jarboe,Consumer,Detroit,Michigan,Central,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",$41.90 ,2,0%,$11.73 ,0,Moderate
9097,US-2018-132836,6/1/2018,6/5/2018,Standard Class,AJ-10945,Ashley Jarboe,Consumer,Detroit,Michigan,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,$28.91 ,7,0%,$13.30 ,0,Moderate
9098,US-2017-158365,4/12/2017,4/17/2017,Standard Class,SV-20785,Stewart Visinsky,Consumer,Bloomington,Indiana,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,$32.40 ,5,0%,$15.55 ,0,Moderate
9099,CA-2020-152933,10/12/2020,10/16/2020,Standard Class,MG-17650,Matthew Grinstein,Home Office,Dallas,Texas,Central,TEC-PH-10002085,Technology,Phones,Clarity 53712,$369.54 ,7,20%,$27.72 ,0,Moderate
9100,CA-2020-152933,10/12/2020,10/16/2020,Standard Class,MG-17650,Matthew Grinstein,Home Office,Dallas,Texas,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,$10.37 ,2,20%,$3.76 ,0,Moderate
9101,CA-2020-152933,10/12/2020,10/16/2020,Standard Class,MG-17650,Matthew Grinstein,Home Office,Dallas,Texas,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,$791.88 ,3,20%,$128.68 ,0,Moderate
9102,CA-2018-163181,11/7/2018,11/12/2018,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,$23.64 ,3,20%,$5.32 ,0,Moderate
9103,CA-2018-163181,11/7/2018,11/12/2018,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$84.78 ,2,20%,($16.96),0,Moderate
9104,CA-2018-163181,11/7/2018,11/12/2018,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,$64.96 ,5,60%,($84.45),2,Unprofitable
9105,CA-2018-163181,11/7/2018,11/12/2018,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,$32.06 ,10,80%,($51.30),2,Unprofitable
9106,CA-2018-163181,11/7/2018,11/12/2018,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,$177.65 ,2,20%,($28.87),0,Moderate
9107,CA-2018-163181,11/7/2018,11/12/2018,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,$287.91 ,3,40%,$33.59 ,2,Unprofitable
9108,CA-2018-132941,5/25/2018,5/28/2018,First Class,MM-18280,Muhammed MacIntyre,Corporate,Haltom City,Texas,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,$22.37 ,2,20%,$1.68 ,0,Moderate
9109,CA-2018-132941,5/25/2018,5/28/2018,First Class,MM-18280,Muhammed MacIntyre,Corporate,Haltom City,Texas,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,$32.37 ,7,20%,$11.73 ,0,Moderate
9110,CA-2018-132941,5/25/2018,5/28/2018,First Class,MM-18280,Muhammed MacIntyre,Corporate,Haltom City,Texas,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,$207.98 ,2,20%,$36.40 ,0,Moderate
9111,CA-2017-132010,10/13/2017,10/15/2017,First Class,MA-17995,Michelle Arnett,Home Office,Richmond,Virginia,South,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,$36.40 ,5,0%,$17.47 ,0,Moderate
9112,CA-2017-132010,10/13/2017,10/15/2017,First Class,MA-17995,Michelle Arnett,Home Office,Richmond,Virginia,South,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,$22.96 ,2,0%,$4.36 ,0,Moderate
9113,CA-2017-132010,10/13/2017,10/15/2017,First Class,MA-17995,Michelle Arnett,Home Office,Richmond,Virginia,South,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,$315.20 ,4,0%,$6.30 ,0,Moderate
9114,CA-2017-132010,10/13/2017,10/15/2017,First Class,MA-17995,Michelle Arnett,Home Office,Richmond,Virginia,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,$15.18 ,3,0%,$7.13 ,0,Moderate
9115,CA-2019-135461,2/7/2019,2/10/2019,Second Class,EB-13975,Erica Bern,Corporate,Los Angeles,California,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,$623.96 ,5,20%,$39.00 ,0,Moderate
9116,CA-2020-153045,1/19/2020,1/24/2020,Second Class,NS-18505,Neola Schneider,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,$429.60 ,2,40%,($93.08),2,Unprofitable
9117,CA-2020-153045,1/19/2020,1/24/2020,Second Class,NS-18505,Neola Schneider,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,$31.97 ,2,20%,$6.39 ,0,Moderate
9118,CA-2020-153045,1/19/2020,1/24/2020,Second Class,NS-18505,Neola Schneider,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,$887.27 ,3,30%,($63.38),0,Moderate
9119,CA-2020-153045,1/19/2020,1/24/2020,Second Class,NS-18505,Neola Schneider,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,$21.70 ,4,20%,$7.05 ,0,Moderate
9120,US-2019-155971,6/6/2019,6/12/2019,Standard Class,RB-19795,Ross Baird,Home Office,Los Angeles,California,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,$22.05 ,7,0%,$10.58 ,0,Moderate
9121,US-2019-155971,6/6/2019,6/12/2019,Standard Class,RB-19795,Ross Baird,Home Office,Los Angeles,California,West,OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,$99.90 ,5,0%,$46.95 ,0,Moderate
9122,CA-2020-122007,3/18/2020,3/20/2020,Second Class,JK-15325,Jason Klamczynski,Corporate,Los Angeles,California,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,$90.86 ,7,0%,$26.35 ,0,Moderate
9123,CA-2020-162250,11/24/2020,11/24/2020,Same Day,PR-18880,Patrick Ryan,Consumer,San Francisco,California,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",$7.78 ,1,0%,$3.50 ,0,Moderate
9124,US-2019-158288,11/26/2019,11/28/2019,Second Class,EH-13945,Eric Hoffmann,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,$78.76 ,9,70%,($57.76),2,Unprofitable
9125,CA-2019-128916,8/18/2019,8/20/2019,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,$9.55 ,3,60%,($3.82),2,Unprofitable
9126,CA-2019-128916,8/18/2019,8/20/2019,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,Central,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,$5.34 ,4,60%,($2.14),2,Unprofitable
9127,CA-2018-157028,11/28/2018,12/3/2018,Standard Class,MA-17995,Michelle Arnett,Home Office,Las Cruces,New Mexico,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,$8.28 ,2,0%,$3.48 ,0,Moderate
9128,CA-2020-112473,5/25/2020,6/1/2020,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,Houston,Texas,Central,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",$50.14 ,3,20%,($11.28),0,Moderate
9129,US-2020-147655,9/4/2020,9/5/2020,First Class,AS-10045,Aaron Smayling,Corporate,Redmond,Oregon,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",$88.07 ,7,70%,($58.72),2,Unprofitable
9130,CA-2019-130911,3/24/2019,3/26/2019,Second Class,DC-12850,Dan Campbell,Consumer,Cleveland,Ohio,East,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,$301.47 ,3,50%,($241.18),2,Unprofitable
9131,CA-2019-130911,3/24/2019,3/26/2019,Second Class,DC-12850,Dan Campbell,Consumer,Cleveland,Ohio,East,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",$18.66 ,2,20%,$1.63 ,0,Moderate
9132,CA-2020-100055,5/28/2020,6/1/2020,Standard Class,MD-17860,Michael Dominguez,Corporate,Laurel,Maryland,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,$27.46 ,2,0%,$9.89 ,0,Moderate
9133,CA-2020-100055,5/28/2020,6/1/2020,Standard Class,MD-17860,Michael Dominguez,Corporate,Laurel,Maryland,East,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,$125.13 ,3,0%,$36.29 ,0,Moderate
9134,CA-2018-157805,8/31/2018,9/4/2018,Standard Class,RH-19510,Rick Huthwaite,Home Office,San Diego,California,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,$555.96 ,5,20%,$41.70 ,0,Moderate
9135,CA-2019-124254,4/12/2019,4/17/2019,Standard Class,TB-21175,Thomas Boland,Corporate,Wilson,North Carolina,South,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,$129.55 ,3,20%,($22.67),0,Moderate
9136,CA-2019-124254,4/12/2019,4/17/2019,Standard Class,TB-21175,Thomas Boland,Corporate,Wilson,North Carolina,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,$51.98 ,1,20%,($5.20),0,Moderate
9137,CA-2019-124254,4/12/2019,4/17/2019,Standard Class,TB-21175,Thomas Boland,Corporate,Wilson,North Carolina,South,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$10.27 ,3,20%,$3.47 ,0,Moderate
9138,CA-2017-123400,2/2/2017,2/9/2017,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,$18.34 ,2,70%,($12.22),2,Unprofitable
9139,CA-2017-123400,2/2/2017,2/9/2017,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,$180.96 ,5,20%,$13.57 ,0,Moderate
9140,CA-2017-106971,9/2/2017,9/8/2017,Standard Class,BM-11785,Bryan Mills,Consumer,Buffalo Grove,Illinois,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,$475.94 ,7,20%,$95.19 ,0,Moderate
9141,CA-2020-123029,9/30/2020,10/2/2020,Second Class,BT-11530,Bradley Talbott,Home Office,Los Angeles,California,West,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$159.98 ,2,0%,$47.99 ,0,Moderate
9142,CA-2019-139409,9/5/2019,9/7/2019,First Class,FW-14395,Fred Wasserman,Corporate,New York City,New York,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$43.60 ,4,0%,$12.21 ,0,Moderate
9143,US-2020-166688,5/20/2020,5/26/2020,Standard Class,RD-19480,Rick Duston,Consumer,Las Vegas,Nevada,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,$8.29 ,2,20%,$3.00 ,0,Moderate
9144,US-2020-166688,5/20/2020,5/26/2020,Standard Class,RD-19480,Rick Duston,Consumer,Las Vegas,Nevada,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,"$1,123.13 ",9,20%,$70.20 ,0,Moderate
9145,US-2020-166688,5/20/2020,5/26/2020,Standard Class,RD-19480,Rick Duston,Consumer,Las Vegas,Nevada,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,$64.90 ,5,0%,$18.82 ,0,Moderate
9146,CA-2018-126970,9/20/2018,9/24/2018,Standard Class,TP-21130,Theone Pippenger,Consumer,Naperville,Illinois,Central,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$2.81 ,3,80%,($4.49),2,Unprofitable
9147,US-2019-165505,1/23/2019,1/27/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,Burlington,Vermont,East,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,$99.98 ,2,0%,$42.99 ,0,Moderate
9148,US-2019-165505,1/23/2019,1/27/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,Burlington,Vermont,East,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,$8.04 ,6,0%,$2.73 ,0,Moderate
9149,US-2019-165505,1/23/2019,1/27/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,Burlington,Vermont,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,"$1,564.29 ",13,0%,$406.72 ,1,High-valued
9150,US-2017-157070,6/1/2017,6/6/2017,Standard Class,QJ-19255,Quincy Jones,Corporate,Detroit,Michigan,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,$138.56 ,4,0%,$66.51 ,0,Moderate
